"title_data","paper_id","source","type","year","author1_data","keyword"
"DCA-Based Application for Integrated Asset Management","          28308-MS ","          OTC ","          Conference Paper",2018,"Aulia, Akmal, Carigali Hess Operating Company Sdn Bhd","'machine+learning'AND'reservoir'"
"Data-Driven Optimization of Injection/Production in Waterflood Operations","          187468-MS ","          SPE ","          Conference Paper",2017,"Temizel, Cenk, Area Energy","'machine+learning'AND'reservoir'"
"Decision Support System for Economic Analysis of E&P Projects under Uncertainties","          112258-MS ","          SPE ","          Conference Paper",2008,"Tupac, Yvan Jesus, Pontificia U Catolica","'machine+learning'AND'reservoir'"
"Bringing Excellence in Asset Management through Streamlined Automated Reporting & KPI Tracking System","          182495-MS ","          SPE ","          Conference Paper",2016,"Ahmad, Zul Izzi B, PETRONAS Carigali Sdn Bhd","'machine+learning'AND'reservoir'"
"Interpretation of Real-Time Pressure Measurements to Detect CO2 Leakage","          175020-MS ","          SPE ","          Conference Paper",2015,"Haghighat, S. Alireza, Eclipse Resources","'machine+learning'AND'reservoir'"
"A Genetic Algorithm/neural Network Approach to Seismic Attribute Selection For Well Log Prediction","          2002-1654 ","          SEG ","          Conference Paper",2002,"Dorrington, Kevin P., Montana Tech of the U. of Montana","'machine+learning'AND'reservoir'"
"Assisted History Matching Using Pattern Recognition Technology","          173405-MS ","          SPE ","          Conference Paper",2015,"Shahkarami, Alireza, Saint Francis University","'machine+learning'AND'reservoir'"
"A Parallel GA-EDA Hybrid Algorithm for History-Matching","          153750-MS ","          SPE ","          Conference Paper",2012,"Abdollahzadeh, Asaad, Heriot-Watt U.","'machine+learning'AND'reservoir'"
"Generation of an Accurate Conceptual Model for Green Fields","          166500-MS ","          SPE ","          Conference Paper",2013,"Embid, Sonia, Repsol","'machine+learning'AND'reservoir'"
"Cyclic Steam Injection Modeling and Optimization for Candidate Selection, Steam Volume Optimization, and SOR Minimization, Powered by Unique, Fast, Modeling and Data Assimilation Algorithms","          185747-MS ","          SPE ","          Conference Paper",2017,"Sarma, Pallav, Tachyus Inc.","'machine+learning'AND'reservoir'"
"Next Generation of Workflows for Multilevel Assisted History Matching and Production Forecasting: Concept, Implementation and Visualization","          167340-MS ","          SPE ","          Conference Paper",2013,"Maucec, Marko, Halliburton","'machine+learning'AND'reservoir'"
"Identifying Viable EOR Thermal Processes in Canadian Tar Sands","          2007-176 ","          PETSOC ","          Conference Paper",2007,"Manrique, E.J., Norwest Questa Engineering","'machine+learning'AND'reservoir'"
"Application of Artificial Intelligence Techniques in Drilling System Design and Operations: A State of the Art Review and Future Research Pathways","          184320-MS ","          SPE ","          Conference Paper",2016,"Bello, Opeyemi, Institute of Petroleum Engineering, Clausthal University of Technology","'machine+learning'AND'reservoir'"
"Pseudo Density Log Generation Using Artificial Neural Network","          180439-MS ","          SPE ","          Conference Paper",2016,"Long, Wennan, University of Southern California","'machine+learning'AND'reservoir'"
"Comparison of Stochastic Sampling Algorithms for Uncertainty Quantification","          119139-MS ","          SPE ","          Conference Paper",2009,"Mohamed, Lina, Heriot Watt University","'machine+learning'AND'reservoir'"
"Application of Global Optimization Techniques for Model Validation and Prediction Scenarios of a North African Oil Field","          100193-MS ","          SPE ","          Conference Paper",2006,"Schulze-Riegert, Ralf Wolfgang, Scandpower GmbH","'machine+learning'AND'reservoir'"
"A New Early Warning Model with Vector Machine for Abnormal Production Prediction","          172307-MS ","          SPE ","          Conference Paper",2014,"Li, JunJian, China University of Petroleum","'machine+learning'AND'reservoir'"
"Integrating Mathematical Optimization and Decision Making in Intelligent Fields","          149780-MS ","          SPE ","          Conference Paper",2012,"Echeverria-Ciaurri, David, IBM","'machine+learning'AND'reservoir'"
"Sandstone Petrofacies Prediction to Characterize Permeability For Postle Field, Oklahoma","          2009-1890 ","          SEG ","          Conference Paper",2009,"López, Crucelis ""Cucha"", Colorado School of Mines","'machine+learning'AND'reservoir'"
"A Cost/Benefit Review of Completion Choices in the Williston Basin Using a Hybrid Physics-Based Modeling/Multi-Variate Analysis Approach","          187254-MS ","          SPE ","          Conference Paper",2017,"Mayerhofer, Michael, Liberty Oilfield Services","'machine+learning'AND'reservoir'"
"Sparse Geologic Dictionaries for Field-Scale History Matching Application","          173275-MS ","          SPE ","          Conference Paper",2015,"Khaninezhad, Mohammad-Reza, University of Southern California","'machine+learning'AND'reservoir'"
"Big Data Analytics for Micro-Seismic Monitoring","          28381-MS ","          OTC ","          Conference Paper",2018,"Joshi, P., Wipro Ltd","'machine+learning'AND'reservoir'"
"Risks and Impact Assessment for Deepwater and Ultra-Deepwater Gulf of Mexico Resources","          25364-MS ","          OTC ","          Conference Paper",2014,"Rose, K., United States Department of Energy, National Energy Technology Laboratory, Albany, Oregon, USA","'machine+learning'AND'reservoir'"
"Practical Data Mining and Artificial Neural Network Modeling for SAGD Production Analysis","          174460-MS ","          SPE ","          Conference Paper",2015,"Ma, Zhiwei, University of Alberta","'machine+learning'AND'reservoir'"
"Adaptive-phase k-means algorithm for waveform classification","          2016-13857062 ","          SEG ","          Conference Paper",2016,"Song, Chengyun, University of Electronic Science and Technology of China","'machine+learning'AND'reservoir'"
"Textural Analysis of MCT Images: Measurements Beyond Rock Properties","          161383-MS ","          SPE ","          Conference Paper",2012,"Chacko, Soman, ExxonMobil Oil Indonesia Inc.","'machine+learning'AND'reservoir'"
"Pairwise attribute independence tables and attribute selection lists","          2017-17791475 ","          SEG ","          Conference Paper",2017,"Smith, Thomas, Geophysical Insights","'machine+learning'AND'reservoir'"
"The Use of Genetic Algorithms in Well Placement Optimization","          69439-MS ","          SPE ","          Conference Paper",2001,"Montes, Guillermo, Fundacion Repsol","'machine+learning'AND'reservoir'"
"Wellbore Instability Prediction Using Adaptive Analytics and Empirical Mode Decomposition","          189598-MS ","          SPE ","          Conference Paper",2018,"Lin, Abraham, University of Southern California","'machine+learning'AND'reservoir'"
"Improving Management and Control of Drilling Operations with Artificial Intelligence","          150201-MS ","          SPE ","          Conference Paper",2012,"Gola, Giulio, Institute for EnergyTechnology","'machine+learning'AND'reservoir'"
"Estimation of Moduli And Densities of Rock Constituents Through Global Inversion of Wire-line Data.","          2003-1687 ","          SEG ","          Conference Paper",2003,"Chaveste, Alvaro, Core Laboratorie","'machine+learning'AND'reservoir'"
"Feedback control of polymer flooding process considering geologic uncertainty","          141962-MS ","          SPE ","          Conference Paper",2011,"Mantilla, Cesar A., U of Texas At Austin","'machine+learning'AND'reservoir'"
"Screening Strategy for Chemical Enhanced Oil Recovery in Wyoming Basins","          115940-MS ","          SPE ","          Conference Paper",2008,"Alvarado, Vladimir, U. of Wyoming","'machine+learning'AND'reservoir'"
"Integration of a Risk Management Tool and an Analytical Simulator for Assisted Decision-Making in IOR","          100217-MS ","          SPE ","          Conference Paper",2006,"Alvarado, Vladimir, Questa Engineering Corp.","'machine+learning'AND'reservoir'"
"Prediction of Permeability Reduction by External Particle Invasion Using Artificial Neural Networks and Fuzzy Models","          2000-002 ","          PETSOC ","          Conference Paper",2000,"Zuluaga, E., Universidad Nacional de Colombia","'machine+learning'AND'reservoir'"
"Pressure Drop Due to Multiphase Flow Using Four Artificial Intelligence Methods","          175724-MS ","          SPE ","          Conference Paper",2015,"Attia, M., KFUPM","'machine+learning'AND'reservoir'"
"Integrating Probabilistic Neural Networks and Generalized Boosted Regression Modeling for Lithofacies Classification and Formation Permeability Estimation","          27067-MS ","          OTC ","          Conference Paper",2016,"Al-Mudhafar, Watheq J., Louisiana State University","'machine+learning'AND'reservoir'"
"Permeability Estimation Using a Hybrid Genetic Programming and Fuzzy/Neural Inference Approach","          95167-MS ","          SPE ","          Conference Paper",2005,"Xie, Deyi,","'machine+learning'AND'reservoir'"
"Well Placement Optimization in Field Development","          84191-MS ","          SPE ","          Conference Paper",2003,"Badru, O., Stanford University","'machine+learning'AND'reservoir'"
"Seismic Methods to Detect Biogenic Gas Accumulations, Example From the Qaidam Basin, China","          2012-0211 ","          SEG ","          Conference Paper",2012,"Liu, Yexin, SoftMirrors Limited","'machine+learning'AND'reservoir'"
"An Advanced Electrochemical System for EOR Produced Water Desalination and Reduced Polymer Consumption","          190272-MS ","          SPE ","          Conference Paper",2018,"Sparrow, Ben, Saltworks Technologies","'machine+learning'AND'reservoir'"
"Multi-Objective Optimization with Application to Model Validation and Uncertainty Quantification","          105313-MS ","          SPE ","          Conference Paper",2007,"Schulze-Riegert, Ralf Wolfgang, Scandpower GmbH","'machine+learning'AND'reservoir'"
"Hybrid Optimization coupling EnKF and Evolutionary Algorithms for History Matching: A Case Example","          121965-MS ","          SPE ","          Conference Paper",2009,"Schulze-Riegert, Ralf Wolfgang, SPT Group","'machine+learning'AND'reservoir'"
"Applying Artificial Intelligence Techniques to Develop Permeability Predictive Models using Mercury Injection Capillary-Pressure Data","          168109-MS ","          SPE ","          Conference Paper",2013,"Nooruddin, Hasan A., Saudi Aramco","'machine+learning'AND'reservoir'"
"Neural-Network based Sensitivity Analysis for Injector-Producer Relationship Identification","          112124-MS ","          SPE ","          Conference Paper",2008,"Demiryurek, Ugur,","'machine+learning'AND'reservoir'"
"Robust and Efficient Handling of Model Contraints with the Kernal-Based Ensemble Kalman Filter","          141948-MS ","          SPE ","          Conference Paper",2011,"Sarma, Pallav, Chevron ETC","'machine+learning'AND'reservoir'"
